🚀 Starting server on port 8028
Listening on http://0.0.0.0:8028/ (http://localhost:8028/)
97
parse block 292701831,cost:85 ms
quoteSymbol not support 2FKMWYwr17j7AHexcgcQbn5gwZTsYR86qBPrU1BHpump, skipping transaction XrUuBuBwg9TpXscGHXhmLfGkQhTdvzRa9ob82sKFbQ2sgEuNxumQeih8wgDm9699YRmgLQacaMofxL5Tkxk6wbb
quoteSymbol not support 7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr, skipping transaction 5whdcXqqmYPtXG9V8yWVvPYf3sFdT6tjJRfE211ENgiaaqviSqKW5SfuB5aGJz7rU7EpjKAXmEq7WJyRDCgBqAaH
Invalid quoteAddress: undefined, skipping transaction 32X8PDZHTnHkKFztUy6PdBssvLnrMK3LkfxbgXUygHbrZKMC4GNcFGPvfVecKva3XgAQzuTo9pfMwTBZdCvA6SZ8
Invalid quoteAddress: undefined, skipping transaction Rni5PR8Z6oUeZawuqWx45GLCfyJ4g8jRFaUgh4BE2xRBx7ToAy6fQUm9Lax19CPkkvJMoihZwLoAQahPfPzJfd9
quoteSymbol not support BiQASes3tDqxP7XqrmVF9BveXLiKgCRQgto1yYGKnGB6, skipping transaction 3tP7Y2vbVKduiofB2LwyeFpUe3k9zw8n5uJp46o5g5rzQAsL1VRMcNDeFH3yH6aYFWh4TVi73BJvjpjxJjrt2951
quoteSymbol not support 9oViXX8qGRShJNYao1hpssjFL36fqG53Nqj2Pt2Spump, skipping transaction 5m3oz8Mzt2ASVhGUbDG6KsXHan3XaZtvcVh2KiRdAsYDB41V1qE3TbUmXSicaaJsGfWShE7yQysQP6PDQcbdkuho
quoteSymbol not support AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR, skipping transaction 3SVpoB7GwDDHNfYYqzyJJePMUpXVg7VXFh8zkJFbz2G8Wx8yVjL1g7VSx5nLeWg5cyJ7ov5nyRhb1g2MbYpjPJ7S
✅ 插入 5827 条记录到 solana_history_data_new
HIGH PERFORMANCE: parse 100 blocks, cost: 3853 ms
[Port 8028] server total use, cost: 3868 ms
100
parse block 292651132,cost:22 ms
parse block 292651131,cost:32 ms
parse block 292651130,cost:15 ms
parse block 292651129,cost:25 ms
parse block 292651128,cost:26 ms
parse block 292651127,cost:41 ms
parse block 292651126,cost:59 ms
parse block 292651125,cost:75 ms
parse block 292651124,cost:33 ms
parse block 292651123,cost:58 ms
parse block 292651122,cost:44 ms
parse block 292651121,cost:45 ms
parse block 292651120,cost:6 ms
parse block 292651119,cost:27 ms
parse block 292651118,cost:25 ms
parse block 292651117,cost:29 ms
parse block 292651116,cost:27 ms
parse block 292651115,cost:22 ms
parse block 292651114,cost:28 ms
parse block 292651113,cost:32 ms
parse block 292651112,cost:25 ms
parse block 292651111,cost:21 ms
parse block 292651110,cost:37 ms
parse block 292651109,cost:24 ms
parse block 292651108,cost:69 ms
parse block 292651107,cost:15 ms
parse block 292651106,cost:22 ms
parse block 292651105,cost:3 ms
parse block 292651104,cost:5 ms
parse block 292651103,cost:43 ms
parse block 292651102,cost:41 ms
parse block 292651101,cost:35 ms
parse block 292651100,cost:41 ms
parse block 292651099,cost:38 ms
parse block 292651098,cost:32 ms
parse block 292651097,cost:48 ms
parse block 292651096,cost:14 ms
parse block 292651095,cost:38 ms
parse block 292651094,cost:54 ms
parse block 292651093,cost:37 ms
parse block 292651092,cost:12 ms
quoteSymbol not support H8LW3afnmHYhvhLydBPsFNfUF1JTPpNt6VoeYzutpump, skipping transaction 4GHpySEh9TVXEUQcnDP9Fysbr8uEqHJyinRRi9JVSwavmm5vuoNYzkWWPV7b5G9NebdhSP2ufjeaEYkdevBrmtug
parse block 292651091,cost:45 ms
parse block 292651090,cost:75 ms
parse block 292651089,cost:32 ms
parse block 292651088,cost:21 ms
parse block 292651087,cost:38 ms
parse block 292651086,cost:40 ms
parse block 292651085,cost:28 ms
parse block 292651084,cost:41 ms
parse block 292651083,cost:28 ms
parse block 292651082,cost:20 ms
parse block 292651081,cost:26 ms
parse block 292651080,cost:19 ms
parse block 292651079,cost:23 ms
parse block 292651078,cost:41 ms
parse block 292651077,cost:43 ms
parse block 292651076,cost:78 ms
parse block 292651075,cost:24 ms
parse block 292651074,cost:22 ms
parse block 292651073,cost:27 ms
quoteSymbol not support 5Kqw5YiKKA3C9kd2XoTmYr2eDJooeemrD9woQTQGpump, skipping transaction 2754pUrYvwKRJYNCy7J5CKwsYnqt8jGxaWFANxEygakmfdP8Bdj5xF9jnSgKyCq9ejCVRsmcN5NdRTfLYkVNHf1X
parse block 292651072,cost:37 ms
parse block 292651071,cost:22 ms
parse block 292651070,cost:33 ms
parse block 292651069,cost:21 ms
parse block 292651068,cost:44 ms
parse block 292651067,cost:33 ms
parse block 292651066,cost:39 ms
parse block 292651065,cost:19 ms
parse block 292651064,cost:41 ms
parse block 292651063,cost:38 ms
parse block 292651062,cost:55 ms
parse block 292651061,cost:27 ms
parse block 292651060,cost:23 ms
parse block 292651059,cost:24 ms
parse block 292651058,cost:36 ms
parse block 292651057,cost:12 ms
parse block 292651056,cost:27 ms
parse block 292651055,cost:35 ms
parse block 292651054,cost:47 ms
parse block 292651053,cost:23 ms
parse block 292651052,cost:24 ms
parse block 292651051,cost:46 ms
parse block 292651050,cost:38 ms
parse block 292651049,cost:18 ms
parse block 292651048,cost:35 ms
parse block 292651047,cost:57 ms
parse block 292651046,cost:49 ms
parse block 292651045,cost:20 ms
parse block 292651044,cost:25 ms
parse block 292651043,cost:52 ms
parse block 292651042,cost:27 ms
parse block 292651041,cost:47 ms
parse block 292651040,cost:12 ms
parse block 292651039,cost:38 ms
parse block 292651038,cost:30 ms
parse block 292651037,cost:44 ms
parse block 292651036,cost:33 ms
parse block 292651035,cost:43 ms
parse block 292651034,cost:18 ms
parse block 292651033,cost:16 ms
Invalid tokenAmount: 0, skipping transaction 5YekdvcEQofCWwA7vxELZVqoswNoFJrVGFoFT4tGD2Jqkw7cPmeBDgHtA9G1HhPbjsbwYf3uu8iMRf57m4JYgDkw
Invalid quoteAmount: 0, skipping transaction EYi9RgrmZhoLGVPAFZxS2s5pgnbrXf7KSWQhAWH13KX9rHftFedtjtbvTBsF3w5cLHooHR2tDH53VUx3tYBUGqL
quoteSymbol not support bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1, skipping transaction 37TfyfpZB97NKJLjWfvcNSczB5njLpYcxkKCyHUo8VgzwfoHhREX97VtrxqG1T2W7AGf7HQe6pQTdJrQjDqGeNdp
quoteSymbol not support SNSNkV9zfG5ZKWQs6x4hxvBRV6s8SqMfSGCtECDvdMd, skipping transaction 5e7u7rzh8mUCv3PJbQQpSBfMm7MsA9kT3BmVh3ngVfd1Kb9RZAz6hDofV3X9PdDVV4QQc3paxvTFghMH5z4MnrpP
quoteSymbol not support XBGdqJ9P175hCC1LangCEyXWNeCPHaKWA17tymz2PrY, skipping transaction 4RcUC3mKSABkoU6UawmmAUUBxjoScT1JYVrtHvpGnErcCukLqeEgrpPuZjX9LsGZ4fhGgbqzbG9vhrebEFMsmo1L
Invalid tokenAmount: 0, skipping transaction 25G4k3u3TN3MhFyoAhWLVPJ4oQFNpuWxvKxMbB5mYaekTNVrRPoG6EZJ8JELyVqU2tsnGmc7umC6iFBAmxZUUkV1
quoteSymbol not support FDRBwha8GtiR55BPz6Ucc9ThRtjFynZqgX1UvbV72bB8, skipping transaction 53HoM2L9F3u1gz1viFhFcM9VkimUUDhBS5j7burRt5M1wTzEC4rzEWkKzNPCDbsi4jQeoKxZUhGQxj97uZ8UjNoA
Invalid quoteAddress: undefined, skipping transaction 53HoM2L9F3u1gz1viFhFcM9VkimUUDhBS5j7burRt5M1wTzEC4rzEWkKzNPCDbsi4jQeoKxZUhGQxj97uZ8UjNoA
quoteSymbol not support H8LW3afnmHYhvhLydBPsFNfUF1JTPpNt6VoeYzutpump, skipping transaction 3v5yNo41Ufq4SVBAKhS2FY4SA6EbMJGpztrgZQRgLp4hinbKqFnMzZLaUg9N6jnbYyVA3owdGvx6zduGx4GRBX64
quoteSymbol not support 4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R, skipping transaction 61YdEv3zt1NrmfiFHeXXq1Yk23z6FFN3zzo7vkRENJeVFTNpaMbo9uydoYm7HrXnicM2oPabMrfNNYk4MFMmzSbc
Invalid tokenAmount: 0, skipping transaction 2j58ZqM97EgFdH8UJCroTsxp1aHW1VAxcREMXhLrTaDuLH6wxKrwX1G5YSp6j6253eptHe8yUAVQt2HjQoZwY2tV
✅ 插入 4872 条记录到 solana_history_data_new
HIGH PERFORMANCE: parse 100 blocks, cost: 3646 ms
[Port 8028] server total use, cost: 3646 ms
97
parse block 292649032,cost:19 ms
parse block 292649031,cost:11 ms
parse block 292649030,cost:25 ms
parse block 292649029,cost:19 ms
parse block 292649028,cost:21 ms
parse block 292649027,cost:28 ms
parse block 292649026,cost:37 ms
parse block 292649025,cost:55 ms
parse block 292649024,cost:41 ms
parse block 292649023,cost:27 ms
parse block 292649022,cost:28 ms
parse block 292649021,cost:31 ms
parse block 292649020,cost:24 ms
parse block 292649019,cost:40 ms
parse block 292649018,cost:56 ms
parse block 292649017,cost:30 ms
parse block 292649016,cost:39 ms
parse block 292649015,cost:37 ms
parse block 292649014,cost:48 ms
parse block 292649013,cost:37 ms
parse block 292649012,cost:47 ms
parse block 292649011,cost:39 ms
parse block 292649010,cost:36 ms
parse block 292649009,cost:43 ms
parse block 292649008,cost:52 ms
parse block 292649007,cost:11 ms
parse block 292649006,cost:36 ms
parse block 292649005,cost:54 ms
parse block 292649004,cost:42 ms
parse block 292649003,cost:19 ms
parse block 292649002,cost:8 ms
parse block 292649001,cost:10 ms
parse block 292649000,cost:13 ms
parse block 292648999,cost:29 ms
parse block 292648998,cost:39 ms
parse block 292648997,cost:19 ms
parse block 292648996,cost:3 ms
parse block 292648995,cost:42 ms
parse block 292648994,cost:29 ms
parse block 292648993,cost:22 ms
parse block 292648992,cost:13 ms
parse block 292648991,cost:69 ms
parse block 292648990,cost:29 ms
parse block 292648989,cost:42 ms
parse block 292648988,cost:35 ms
parse block 292648987,cost:32 ms
parse block 292648986,cost:30 ms
parse block 292648985,cost:11 ms
parse block 292648984,cost:36 ms
parse block 292648983,cost:24 ms
parse block 292648982,cost:44 ms
parse block 292648981,cost:40 ms
parse block 292648980,cost:40 ms
parse block 292648979,cost:23 ms
parse block 292648978,cost:45 ms
parse block 292648977,cost:35 ms
parse block 292648976,cost:62 ms
parse block 292648975,cost:39 ms
parse block 292648974,cost:31 ms
parse block 292648973,cost:25 ms
parse block 292648972,cost:46 ms
parse block 292648971,cost:8 ms
parse block 292648970,cost:34 ms
parse block 292648969,cost:4 ms
parse block 292648968,cost:67 ms
parse block 292648967,cost:19 ms
parse block 292648966,cost:24 ms
parse block 292648965,cost:43 ms
parse block 292648964,cost:27 ms
parse block 292648963,cost:40 ms
parse block 292648962,cost:54 ms
parse block 292648961,cost:16 ms
parse block 292648960,cost:36 ms
parse block 292648959,cost:33 ms
parse block 292648958,cost:28 ms
parse block 292648957,cost:35 ms
parse block 292648956,cost:18 ms
parse block 292648955,cost:22 ms
parse block 292648954,cost:48 ms
parse block 292648953,cost:29 ms
parse block 292648952,cost:41 ms
parse block 292648951,cost:26 ms
parse block 292648950,cost:45 ms
parse block 292648949,cost:24 ms
parse block 292648948,cost:52 ms
parse block 292648947,cost:52 ms
parse block 292648946,cost:45 ms
parse block 292648945,cost:24 ms
parse block 292648944,cost:30 ms
parse block 292648943,cost:37 ms
parse block 292648942,cost:31 ms
parse block 292648941,cost:47 ms
parse block 292648940,cost:42 ms
parse block 292648939,cost:36 ms
parse block 292648938,cost:49 ms
parse block 292648937,cost:31 ms
parse block 292648936,cost:27 ms
Invalid quoteAmount: 0, skipping transaction GAPTsyMcGGR1xLTGtWmLTGrS3dVtXnAjdYmMb8DS6aencP6k8RimM9sbukvzoJco2S1N2UDHE24UTDFmV9AHiPz
quoteSymbol not support 4kp3tFvBD3X1QeG9PkcJmJL6QaoxTTMUvbSDJhJqpump, skipping transaction yrmZtsYF7LgnGS25BiexCFaB8WuVp1cE9QVvXoPEFprJNApVdiESukB9mL38m357V8MxjKCK6cdE6E9yqZVog8D
Invalid quoteAmount: 0, skipping transaction 5JGT63NT9v3Aoa8xZkLxLwgP6Ua7tYfKCAsjBPASUjcj9KgEXC7RjvP1FL14JuAhminc9bQJiZjazHCGMma1DFM5
quoteSymbol not support 34a8ALsPmbWxp7D3bQ6erERrCLz1ahr6u6o66Udmpump, skipping transaction bT29VZdg47d11kSMcfFLjeiyTGdhftpzMhZUevgU4xxzpH64vUExx9pNhmnGE2qgWsPsrE7Vhv6zW7j1u46Wzrk
quoteSymbol not support 34a8ALsPmbWxp7D3bQ6erERrCLz1ahr6u6o66Udmpump, skipping transaction mrwQnzpGP8BEB8sE141GTresDxbm37SbSimdCq5tNqVF5yCHbfPWTeHmqNemm3Eeiq8AW9B4n1R5rg3go4YkMMn
quoteSymbol not support H8LW3afnmHYhvhLydBPsFNfUF1JTPpNt6VoeYzutpump, skipping transaction vjRusB7YzZ2gfUoNZE14Pt9WzyPjYjxtfGWu9yxYVZxHygkaqy6E6WvJ1RZX64bM9dukivBuQu1jkW8po2RY7dK
Invalid tokenAmount: 0, skipping transaction st4q6cPEgLPzj7ki6LFL1x3Ru6dkSQ4kFHWNAF3LsG9KY6HtqKHsdY7PLjk4nf9EVYr2t2LatQcru7pC6o7w51n
quoteSymbol not support H8LW3afnmHYhvhLydBPsFNfUF1JTPpNt6VoeYzutpump, skipping transaction 4dpjhznsw6V3bC2EsGrcZmdKRbPtezedCf9RCD7oZAYFmccvi742gYG2PA3MTxamfeMKHm4Ao95YT9xLejhW98Nw
quoteSymbol not support 34a8ALsPmbWxp7D3bQ6erERrCLz1ahr6u6o66Udmpump, skipping transaction 36p5aky4UEYpebwesfhrHdsidQ1YQbm1xubgqWC9YZCedPekwwUCdZ3DAgK4qLZJuYB49H5ebMBsdtXJfAC2C81X
quoteSymbol not support F3vzuq4vZNGyzdaNeyKScUg7eN9Tf74gPkSjcsskpump, skipping transaction 2XHxLSK2uCgxb1XCrnbyxHdARJ1QK4hegMevwbrSapwD9SWExjXwzoSoxhiqUnY1HAe9Nd5oCfxZaqqpeFs1AvqK
✅ 插入 4975 条记录到 solana_history_data_new
HIGH PERFORMANCE: parse 97 blocks, cost: 3562 ms
[Port 8028] server total use, cost: 3572 ms
100
parse block 324448333,cost:42 ms
parse block 324448332,cost:26 ms
parse block 324448331,cost:31 ms
parse block 324448330,cost:15 ms
parse block 324448329,cost:30 ms
parse block 324448328,cost:30 ms
parse block 324448327,cost:38 ms
parse block 324448326,cost:25 ms
parse block 324448325,cost:35 ms
parse block 324448324,cost:11 ms
parse block 324448323,cost:21 ms
parse block 324448322,cost:34 ms
parse block 324448321,cost:44 ms
parse block 324448320,cost:33 ms
parse block 324448319,cost:40 ms
parse block 324448318,cost:14 ms
parse block 324448317,cost:41 ms
parse block 324448316,cost:20 ms
parse block 324448315,cost:19 ms
parse block 324448314,cost:25 ms
parse block 324448313,cost:53 ms
parse block 324448312,cost:38 ms
parse block 324448311,cost:19 ms
parse block 324448310,cost:21 ms
parse block 324448309,cost:25 ms
parse block 324448308,cost:34 ms
parse block 324448307,cost:23 ms
parse block 324448306,cost:23 ms
parse block 324448305,cost:17 ms
parse block 324448304,cost:23 ms
parse block 324448303,cost:37 ms
parse block 324448302,cost:41 ms
parse block 324448301,cost:17 ms
parse block 324448300,cost:32 ms
parse block 324448299,cost:34 ms
parse block 324448298,cost:29 ms
parse block 324448297,cost:23 ms
parse block 324448296,cost:13 ms
parse block 324448295,cost:32 ms
parse block 324448294,cost:23 ms
parse block 324448293,cost:49 ms
parse block 324448292,cost:26 ms
parse block 324448291,cost:16 ms
parse block 324448290,cost:20 ms
parse block 324448289,cost:24 ms
parse block 324448288,cost:26 ms
parse block 324448287,cost:25 ms
parse block 324448286,cost:24 ms
parse block 324448285,cost:36 ms
parse block 324448284,cost:39 ms
parse block 324448283,cost:26 ms
parse block 324448282,cost:27 ms
parse block 324448281,cost:35 ms
parse block 324448280,cost:36 ms
parse block 324448279,cost:14 ms
parse block 324448278,cost:23 ms
parse block 324448277,cost:20 ms
parse block 324448276,cost:49 ms
parse block 324448275,cost:42 ms
parse block 324448274,cost:45 ms
parse block 324448273,cost:25 ms
parse block 324448272,cost:13 ms
parse block 324448271,cost:22 ms
parse block 324448270,cost:29 ms
parse block 324448269,cost:29 ms
parse block 324448268,cost:26 ms
parse block 324448267,cost:40 ms
parse block 324448266,cost:36 ms
parse block 324448265,cost:31 ms
parse block 324448264,cost:22 ms
parse block 324448263,cost:19 ms
parse block 324448262,cost:27 ms
parse block 324448261,cost:25 ms
parse block 324448260,cost:23 ms
parse block 324448259,cost:19 ms
parse block 324448258,cost:59 ms
parse block 324448257,cost:36 ms
parse block 324448256,cost:28 ms
parse block 324448255,cost:28 ms
parse block 324448254,cost:23 ms
parse block 324448253,cost:23 ms
parse block 324448252,cost:25 ms
parse block 324448251,cost:21 ms
parse block 324448250,cost:28 ms
parse block 324448249,cost:59 ms
parse block 324448248,cost:25 ms
parse block 324448247,cost:18 ms
parse block 324448246,cost:27 ms
parse block 324448245,cost:18 ms
parse block 324448244,cost:31 ms
parse block 324448243,cost:16 ms
parse block 324448242,cost:12 ms
parse block 324448241,cost:35 ms
parse block 324448240,cost:47 ms
parse block 324448239,cost:21 ms
parse block 324448238,cost:19 ms
parse block 324448237,cost:25 ms
parse block 324448236,cost:24 ms
parse block 324448235,cost:25 ms
parse block 324448234,cost:30 ms
quoteSymbol not support BABrNVTWCpsxR6L9bkwskefHrXo4Smu4Yv3qH6atpump, skipping transaction 5oARaiqGbbVQmFAnURiomupQgHokRj8HzjnRGbvAE6vuk3BLNUDDG81ahgd5TeyzyZfhNTWVFKgiYGyn5bHNmNBX
quoteSymbol not support J6PoGZZ3T2VMCuAR6TQE3BUGczg673JmMBkKgASdpump, skipping transaction 3Srdte7kDrgXticfbkTkRUSpcPxtTxQZKueBdpUz34Wr2NFfCQ1SVrxSmrTdC9ZDrdPNyQN1GEat9p6Fm8HMKZMv
quoteSymbol not support DBJ5q7FkG2YNsRevzKwxMShBqqpPDfTjUcdzQmkVQLd4, skipping transaction 3T2vB2kziaXo2UUgiVLPhGBbxxQ2ifi19LgVTBGHMhgYXJRnswhQRPavS8DmmDJej27D8phxdoPfWBpLAFFf3XiW
quoteSymbol not support 74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump, skipping transaction 2ZH3yDyz5xb6JMizrQ2J3CByCWmn9AGhsp7dheXuZj1pY25fQLH5owrfGadNhtJdWjvD2Uk1UnNFv6z2MRGxjo69
Invalid tokenAmount: 0, skipping transaction 3R2GKTCZ6o9h6tCcHpd6YqPdyZNVmiZh4XASdiCGWHJbGRtzeCJXB7Wq5Q3pX2ZewacugQtftnBQcRtdMLCm9LCy
Invalid quoteAddress: undefined, skipping transaction 3yPsrJXFLigd5jtQXWfQMYSw9WkSjrDRSvDiz1uj8QLuYTctpEWtnM1KvJFNyeV4hCQdhn2uNgKAnGwzrQXfaRYT
quoteSymbol not support 7gjWKuKQ7cK9Xdd8fQzj954h43roTRfNxcSVFyCkTBxe, skipping transaction 5GH3j9Z3f6rkWr1mmxb5YV5TyBrYH3Vnb9gCV8d8TEg9wGg2xx6kXPD3LHhDgVfwD5Ud6S5mcyvEYzRXG1zZmzEN
quoteSymbol not support znv3FZt2HFAvzYf5LxzVyryh3mBXWuTRRng25gEZAjh, skipping transaction 5boj8DJ8TBL85jM54AuaGL7gZc8wN9Ag9GmBfsSc6sW88A1FyQGeV6tU9JZ5b49ZW4zgry3VMrbtxc1gYV8Xg29z
quoteSymbol not support 44uPypuyR3TSzfvXeKEcKfrBkc9oFeGeX5o92Nyapump, skipping transaction 4vtGnHy9mKNaYMy9gLhVPE5S6dDmMpvtC476uC7ujLG8PPuXA89xQedUTzvv5u6drJp14s8RczHpqXdXA2FQMk9Y
quoteSymbol not support 44uPypuyR3TSzfvXeKEcKfrBkc9oFeGeX5o92Nyapump, skipping transaction tZHCPikFWb4pLofiUw1JRS5F2sw5DoDcguWTGjHDoHxZNva5uvP261bCzKvkKd3YL4A1jpNu3Hz4tUXTUh8Wj2v
quoteSymbol not support 44uPypuyR3TSzfvXeKEcKfrBkc9oFeGeX5o92Nyapump, skipping transaction 3db4kZppZcQznyWsGqCG3UemWELZcmoHVEozMGtDtcJzBcKaSc7BzKmfd5jyszWWkN5oXf23JgsFkgDm2wmr2fXo
quoteSymbol not support 3TgKjFHBHK34LjbTfMtWkgQ9zEhoVV2GrtkrW7UEzbEd, skipping transaction 41tHdtTkFF919xgdUuLVhx6KHiLyX5j6Bdyq54TWpHWu39VrJbkotm9z3psmubgGiVXgbVmJvaafwCcByKTMWZTQ
✅ 插入 9293 条记录到 solana_history_data_new
HIGH PERFORMANCE: parse 100 blocks, cost: 3285 ms
[Port 8028] server total use, cost: 3285 ms
100
parse block 324445333,cost:22 ms
parse block 324445332,cost:17 ms
parse block 324445331,cost:25 ms
parse block 324445330,cost:15 ms
parse block 324445329,cost:20 ms
parse block 324445328,cost:25 ms
parse block 324445327,cost:16 ms
parse block 324445326,cost:23 ms
parse block 324445325,cost:12 ms
parse block 324445324,cost:18 ms
parse block 324445323,cost:33 ms
parse block 324445322,cost:30 ms
parse block 324445321,cost:21 ms
parse block 324445320,cost:30 ms
parse block 324445319,cost:15 ms
parse block 324445318,cost:18 ms
parse block 324445317,cost:22 ms
parse block 324445316,cost:49 ms
parse block 324445315,cost:12 ms
parse block 324445314,cost:19 ms
parse block 324445313,cost:30 ms
parse block 324445312,cost:22 ms
parse block 324445311,cost:11 ms
parse block 324445310,cost:21 ms
parse block 324445309,cost:20 ms
parse block 324445308,cost:27 ms
parse block 324445307,cost:15 ms
parse block 324445306,cost:17 ms
parse block 324445305,cost:29 ms
parse block 324445304,cost:25 ms
parse block 324445303,cost:25 ms
parse block 324445302,cost:41 ms
parse block 324445301,cost:21 ms
parse block 324445300,cost:22 ms
parse block 324445299,cost:23 ms
parse block 324445298,cost:24 ms
parse block 324445297,cost:30 ms
parse block 324445296,cost:24 ms
parse block 324445295,cost:35 ms
parse block 324445294,cost:28 ms
parse block 324445293,cost:25 ms
parse block 324445292,cost:23 ms
parse block 324445291,cost:11 ms
parse block 324445290,cost:35 ms
parse block 324445289,cost:31 ms
parse block 324445288,cost:18 ms
parse block 324445287,cost:13 ms
parse block 324445286,cost:9 ms
parse block 324445285,cost:38 ms
parse block 324445284,cost:27 ms
parse block 324445283,cost:14 ms
parse block 324445282,cost:16 ms
parse block 324445281,cost:24 ms
parse block 324445280,cost:28 ms
parse block 324445279,cost:12 ms
parse block 324445278,cost:27 ms
parse block 324445277,cost:16 ms
parse block 324445276,cost:9 ms
parse block 324445275,cost:38 ms
parse block 324445274,cost:36 ms
parse block 324445273,cost:31 ms
parse block 324445272,cost:52 ms
parse block 324445271,cost:4 ms
parse block 324445270,cost:8 ms
parse block 324445269,cost:8 ms
parse block 324445268,cost:2 ms
parse block 324445267,cost:27 ms
parse block 324445266,cost:19 ms
parse block 324445265,cost:15 ms
parse block 324445264,cost:59 ms
parse block 324445263,cost:26 ms
parse block 324445262,cost:17 ms
parse block 324445261,cost:52 ms
parse block 324445260,cost:12 ms
parse block 324445259,cost:12 ms
parse block 324445258,cost:12 ms
parse block 324445257,cost:23 ms
parse block 324445256,cost:20 ms
parse block 324445255,cost:47 ms
parse block 324445254,cost:25 ms
parse block 324445253,cost:25 ms
parse block 324445252,cost:10 ms
parse block 324445251,cost:20 ms
parse block 324445250,cost:19 ms
parse block 324445249,cost:25 ms
parse block 324445248,cost:29 ms
parse block 324445247,cost:37 ms
parse block 324445246,cost:46 ms
parse block 324445245,cost:27 ms
parse block 324445244,cost:20 ms
parse block 324445243,cost:15 ms
parse block 324445242,cost:10 ms
parse block 324445241,cost:21 ms
parse block 324445240,cost:23 ms
parse block 324445239,cost:39 ms
parse block 324445238,cost:18 ms
parse block 324445237,cost:31 ms
parse block 324445236,cost:42 ms
parse block 324445235,cost:17 ms
parse block 324445234,cost:20 ms
quoteSymbol not support As3DHyZ7yHZeHTQsZUyKYXiz54iqDRq2RM4j5hc7RMEM, skipping transaction zHnXsQa9wvwDMMNu2qYwwj58fsF3aG9Vn7zwgLtibTSnanQ78qt4XGyFxBarGykkojGNvm7KjmzMJJwdTfvHvCE
Invalid quoteAddress: undefined, skipping transaction 3QAnarYpGbRwy19r13Ay2Bi3JB8YVe4AKYzvj52KFxL4QQkxybSnR8rh5JTrgxqido2YBa8rLbTQAvRzgRnu64TP
quoteSymbol not support BhTmkfyNwqaaxbyNtdzaVhMXmJyVx22xhZjefuiXVgxi, skipping transaction 53CTVzZiETFqrHNNGGCz1M8aBGNB6YCeuuvYwy2fHf8YV4Pip6PHT7ApiZ8c7vj5jq8nMsyHE3acehiTBiPgphW7
quoteSymbol not support CJMAcgBmBBLRuRi6gNrU9Di2AY37XdZJM2NnbkvSpump, skipping transaction 5vZKhHYAjJdumkUALcf7XqyFTvB7B4Ycdxc786hX97g3g7rSjDTceQqPR1jVsbEEi3rse4SGK5nJYFgzkEcDK3oh
Invalid tokenAmount: 0, skipping transaction 2GWjzKGKKxA7hSYvd9Q2fkQfDRj2HSurF7Rn2nSCcMf7mYTLKM52MTDUBCTkvfY4PzUtSYbFgNQmtSeZcctr7qYa
quoteSymbol not support 6G4kijVSay47QvJ7WmFekySgCtJ8fTx9928DsEEVpump, skipping transaction oii7QQk4aSYJBDd8CSdc1pjta4Uew6RV7JSNmT1SNq66gNxpKZyugkanPpU7f637DtcBFrnqf3inF3kikMQUDkr
quoteSymbol not support 8AWCTWCpb1dEtqUTuEjQsAfq4z4vVhuk5F77ZYXYpump, skipping transaction 5HG1kto3GBzHKgozERq41dzsXXY6FdrS8LSdzq7CZewRXyVSUhNz4tct3t6C9EwMvfKvc9mfvRGHHsuezzpmPk3q
quoteSymbol not support AxGAbdFtdbj2oNXa4dKqFvwHzgFtW9mFHWmd7vQfpump, skipping transaction 2uMPHjEaHRtLqKnFh14UrSYFJJKwQoeJnaT8RkfDHogLdrBaX5nGM362LWVP6miRvQSZCbBgrVja2tdesqp8QZzq
quoteSymbol not support AxGAbdFtdbj2oNXa4dKqFvwHzgFtW9mFHWmd7vQfpump, skipping transaction 2KXfFBi7MPFYpyKEHBm5RMm4S2Qx9vCCyMh9g6G9wQzAT4Empg6WrHeBPxyX4q3hq6DjUqJEYqTyxnN1x2rSEdv1
quoteSymbol not support E7zZTtViByfvBoSbXd7kEMSUe7eNpUh7GYdJjxjKThe2, skipping transaction 4H69N3EGMA71dC6XthQyF5WouqhdPyBUcXdUVhwtNLE3bvX3XNJ3fGhhkoAv8HZQfUWwz6geRjW6t9s7e3kZoaZT
quoteSymbol not support 7gjWKuKQ7cK9Xdd8fQzj954h43roTRfNxcSVFyCkTBxe, skipping transaction 3C2jtSdTgsxMVQCWFCrPnRDmTy1bmze4xyxHTbEjNe5PEZB6H7CfoWTrqymsGCF4Ms33KWs1p5pUvraX2UCYCNZ8
quoteSymbol not support 8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn, skipping transaction 2DvEXRnMrPyrfsfHwfztbTRw5gGZVoN8aQPcoWZqxSkbKvkzkacPb5sDxb8SWq7AUZSDfquqP2wLz6q7hSVAGCuK
Invalid tokenAmount: 0, skipping transaction 5ZKv4SEuPhjEHvJzrZKi2sc2x3dLcRWbLm82WeM8uDbRJgPD8o7gopJ3x55DsqfQx46zEwi5AajtuMKtKAxwhfG7
